House Name,Price,Room Type,Area,Price per m2,Sun Direction,Floor Level,Furnishing,Review,Year Built,Lift,Property Quality,Residence Type,Building Structure,Building Type,Leasing Date
出售 世纪城远大园三区 3室 南北向 精装修,2260,3室2厅2卫,186.6,121115,南北,中层,精装修,6.7,2021,无,商品房,普通住宅,平层,板楼,2023-04-18
出售 世华龙樾一里 1室 东西 简装修,445,1室1厅1卫,43.82,101552,东西,中层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-06-14
罗庄东里 南北通透二居室 客厅朝南带阳台,695,2室1厅1卫,61.73,112587,南北,顶层,精装修,6.3,1995,无,个人产权,普通住宅,平层,板楼,2023-06-08
出售 世纪城晴波园 2室 南 精装修,1345,2室2厅1卫,82.87,162302,南,中层,精装修,6.7,2004,有,商品房,普通住宅,平层,板楼,2023-06-17
出售 百旺新城春晖园 2室 南北 简装修,650,暂无,76.6,84856,南北,顶层,简装修,6.8,2003,无,商品房,普通住宅,平层,板楼,2023-06-01
业主急售 车公庄西路45号院 南北两居 花园桥 地铁房,670,2室1厅1卫,57.3,116928,南北,中层,精装修,5.6,2022,无,商品房,普通住宅,平层,板楼,2023-06-30
出售 国悦府 5室 南北 精装修,4000,5室2厅3卫,397.86,100538,南北,中层,精装修,8.3,2016,有,商品房,普通住宅,平层,板楼,2023-04-23
京西豪宅上河村 金源燕莎 10号线 活水昆玉河入院 独门独户,5200,5室2厅4卫,323.52,160732,南北,顶层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-06-09
知春路 北航南门 五矿家属院 精装南北二居,550,2室1厅1卫,54.8,100365,南北,顶层,精装修,7.0,1997,无,个人产权,普通住宅,平层,板楼,2023-06-08
保利大宅 六米宽景落地大窗 南北通透两居 中间层,550,2室1厅1卫,89.92,61165,南北,低层,精装修,6.6,2011,有,商品房,普通住宅,平层,板楼,2023-06-29
出售 今日家园 4室 南北 豪华装修,1750,4室2厅3卫,179,97765,南北,高层,豪华装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
燕西台 385.06平3居 南向精装修 安静不临街,3800,3室2厅5卫,385.06,98686,南,底层,精装修,7.1,2022,独栋,平层,,,2023-06-29,101574\n元/平米
出售 世纪城三期春荫园 2室 南 精装修,1730,2室2厅2卫,127.84,135325,南,低层,精装修,6.5,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 颐源居 2室 西南 精装修,1480,2室2厅2卫,124.24,119124,西南,中层,精装修,6.9,2002,有,商品房,普通住宅,平层,砖楼,2023-06-18
出售 美丽园 3室 南北向 精装修,2030,3室2厅2卫,144.64,140348,南北,高层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-05-04
万柳锋尚 恒温恒湿 新风系统 全明格局  保养好,1596,暂无,94,169787,北,底层,精装修,8.0,2003,无,个人产权,普通住宅,平层,板楼,2023-06-11
美林花园 235平3居 西向精装修 着急出售,2350,3室2厅3卫,235,100000,西,底层,精装修,6.8,2002,有,商品房,普通住宅,平层,板楼,2023-07-01
龙湖唐宁2房品质小区，修，舒适宜居,1549,2室1厅1卫,91.25,169753,西,中层,精装修,7.9,2011,有,个人产权,普通住宅,平层,板楼,2023-05-26
小区专家）马连洼品质两居必看 次顶层 装修保养不错 稳定,1230,2室1厅1卫,95.94,128205,南北,高层,精装修,8.3,2011,有,个人产权,普通住宅,平层,板楼,2023-06-18
出售 中海馥园 3室 东西 精装修,1990,3室2厅2卫,155.92,127630,东西,高层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
新上！美丽园！南北三居！落地阳台！双卧南！四季青,1950,暂无,150.86,129259,南北,高层,精装修,7.0,2000,有,个人产权,普通住宅,平层,砖楼,2023-06-02
出售 鲁艺上河村二区 5室 南向 精装修,4500,5室3厅3卫,326,138037,南,顶层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-05-12
出售 城华园 2室 南北向 简装修,578,2室1厅1卫,68,85000,南北,顶层,简装修,6.8,2022,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 今日家园 4室 南向 简装修,1700,4室2厅2卫,180.31,94282,南,中层,简装修,6.8,2016,有,商品房,普通住宅,平层,砖楼,2023-04-06
海淀、清河永泰东里2居、南北通透、明厅户型、随时看房、急售,538,2室1厅1卫,64.87,82935,南北,中层,简装修,6.0,2000,无,商品房,普通住宅,平层,板楼,2023-06-17
双卫两居室 换房诚售 有钥匙 条件可谈 高层视野好 配套齐全,1030,2室1厅2卫,113,91150,北,中层,简装修,6.9,2001,有,商品房,普通住宅,平层,板楼,2023-05-20
海淀、西二旗智学苑南北2居、精装修、明厅户型、满五年！,568,2室1厅1卫,68.58,82823,南北,低层,精装修,6.9,2000,无,个人产权,普通住宅,平层,板楼,2023-05-19
〖眼镜户型〗+紫竹院公园+正规三居+可谈+给周期,1820,3室2厅2卫,153.89,118266,西,中层,精装修,6.9,2001,有,个人产权,普通住宅,平层,塔楼,2023-06-25
西北通透3房，楼层好，采光充足，满五年，无,1980,3室2厅2卫,153,129412,西北,高层,精装修,6.9,2002,有,个人产权,普通住宅,平层,砖楼,2023-06-02
世纪新景园，居家一居室，价格能谈，看房随时,810,暂无,80.22,100972,东北,低层,精装修,7.2,无,个人产权,普通住宅,平层,板楼,2023-07-04,100203\n元/平米
新中式装修  精娤一层下跃 可给换房周期！！欢迎咨询,1160,3室2厅2卫,118,98305,南北,底层,精装修,6.6,2008,有,商品房,普通住宅,平层,板楼,2023-05-30
新起点嘉园！性价比房源，交通便捷，环境舒适，户型方正，舒适,2650,4室2厅2卫,233.09,113690,西南,高层,精装修,6.6,2016,有,商品房,普通住宅,平层,砖楼,2023-06-21
带保姆间 带明卫 大面宽短进深 金源燕莎 10号线 临绿化带,1590,2室1厅2卫,129.84,122458,西南,低层,精装修,6.7,2016,有,商品房,普通住宅,平层,砖楼,2023-05-24
边户观景 双明卫 南北双入户 270度采光 中间位置,1580,3室2厅2卫,163.37,96713,南北,底层,精装修,7.1,2005,有,商品房,普通住宅,平层,砖楼,2023-04-13
出售 颐源居 4室 南北 精装修,3521,4室2厅2卫,235,149830,南北,低层,精装修,6.9,2003,有,商品房,普通住宅,平层,板楼,2023-07-05
出售 世纪城三期垂虹园 3室 西南 精装修,1450,3室2厅2卫,107.42,134984,西南,中层,精装修,8.0,2022,无,商品房,普通住宅,平层,砖楼,2023-06-01
出售 阜成路11号院 3室 南北 精装修,1597,3室2厅2卫,121.18,131787,南北,高层,精装修,6.0,2022,无,商品房,普通住宅,平层,板楼,2023-05-09
出售 鲁艺上河村二区 5室 南北 简装修,5200,5室2厅3卫,339,153392,南北,顶层,简装修,7.1,2017,有,商品房,普通住宅,平层,板楼,2023-05-12
出售 中海紫金苑 2室 南北 精装修,2550,2室2厅2卫,180.87,140985,南北,底层,精装修,6.9,2000,有,商品房,普通住宅,平层,板楼,2023-07-01
出售 保利西山林语 2室 南北向 简装修,580,2室1厅1卫,90.03,64423,南北,底层,简装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
出售 颐源居 1室 西南 精装修,996,1室1厅1卫,74,134595,西南,中层,精装修,6.9,2003,有,商品房,普通住宅,平层,板楼,2023-06-17
三环内，全新四居室，可观湖，采光无遮挡，人车分流，,2950,4室2厅2卫,254,116142,东南,低层,精装修,6.9,无,个人产权,普通住宅,平层,砖楼,2023-06-19,116102\n元/平米
世纪城远大园四区 4室 西南向 精装修,1990,4室2厅2卫,179,111173,西南,中层,精装修,6.4,2001,无,商品房,普通住宅,平层,板楼,2023-04-26
诚意出售 地铁近 人车分流 今日家园 3室 西南向 精装修,1080,3室2厅2卫,121.46,88918,西南,低层,精装修,6.8,2022,有,商品房,普通住宅,平层,板楼,2023-06-30
出售 世纪城时雨园 2室 南 简装修,1310,2室1厅1卫,86.27,151849,南,底层,简装修,6.5,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
世纪城金源燕莎 10号线 双线通透 临27公顷绿化带、采光好,1800,2室2厅1卫,132,136364,南,高层,精装修,6.8,2021,无,商品房,普通住宅,平层,砖楼,2023-07-05
碧水云天！户型方正，动静分区，碧水观景房，临河临公园,2090,3室2厅2卫,129,162016,西南,底层,简装修,6.7,2003,有,商品房,普通住宅,平层,板楼,2023-06-01
出售 领秀新硅谷 2室 东西向 简装修,919,2室2厅2卫,89.19,103038,东西,底层,简装修,7.1,2021,无,商品房,普通住宅,平层,砖楼,2023-07-02
出售 中海雅园 2室 西南 简装修,1315,2室1厅1卫,125,105200,西南,高层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-06-02
出售 西钓鱼台嘉园 2室 西北 精装修,955,2室1厅1卫,91,104945,西北,高层,精装修,6.9,2007,有,商品房,普通住宅,平层,砖楼,2023-05-26
3000平园内湖景，恒温恒湿科技住宅，实拍交付标准,2697,3室2厅3卫,205,131561,南北,顶层,豪华装修,8.1,2015,有,个人产权,普通住宅,平层,板楼,2023-06-16
汤泉逸墅 174.52平3居 南北向精装修 方便看房,2300,3室2厅2卫,174.52,131790,南北,高层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-30
出售 美丽园 4室 南北向 简装修,2690,暂无,230.71,116597,南北,顶层,简装修,7.0,2001,有,商品房,普通住宅,平层,板楼,2023-05-22
板楼三居 琨御府商圈 金源商圈 十号线慈寿寺 别墅园区 昆玉,2270,3室2厅2卫,170.24,133341,南北,低层,精装修,7.1,2000,无,个人产权,普通住宅,平层,板楼,2023-06-02
知春路 北航南门 五矿家属院 精装南北二居,550,2室1厅1卫,54.8,100365,南北,顶层,精装修,7.0,1997,无,个人产权,普通住宅,平层,板楼,2023-06-08
新！2层 业主签约详情或看房请给王悦打电话，有惊喜！,1469,2室2厅2卫,107.83,136233,南北,高层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-05-21
出售 新华联国际公寓 1室 南 精装修,380,1室1厅1卫,38.53,98624,南,低层,精装修,6.5,2022,无,平层,板楼,商业办公类,2023-05-13,78657\n元/平米
高楼层、视野很开阔、大厅、明卫、满五年公房、税费低能款,985,3室1厅1卫,109.3,90119,南北,高层,简装修,6.5,1997,无,个人产权,普通住宅,平层,板楼,2023-06-05
优选！远大园三区！总成本低！带车位！餐客厅分离！世纪金源,2200,暂无,193,113990,东南,低层,简装修,6.7,2002,有,个人产权,普通住宅,平层,板楼,2023-06-16
板楼四居 全明格局 独立储物间 明卫 五棵松 金源 慈寿寺,2090,暂无,169.36,123406,南北,顶层,精装修,7.2,2005,有,个人产权,普通住宅,平层,板楼,2023-06-18
出售 今日家园 3室 西北 精装修,1050,3室2厅1卫,119.57,87815,西北,中层,精装修,6.8,2000,有,商品房,普通住宅,平层,砖楼,2023-07-01
出售 华润橡树湾 2室 东西向 精装修,1528,2室2厅1卫,108,141481,东西,顶层,精装修,6.7,2012,有,商品房,普通住宅,平层,板楼,2023-05-02
京西豪宅活水昆玉河  带车位 带储藏间 金源燕莎 10号线,5200,5室2厅3卫,339,153392,南北,顶层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-04-28
海淀区 西四环 大苑海淀付 京粮广场 6号线地铁口低密度洋房,2500,3室2厅3卫,203,123153,南北,中层,豪华装修,8.1,2015,有,个人产权,普通住宅,平层,板楼,2023-06-16
出售 世纪城远大园一区 2室 南 简装修,1600,2室1厅2卫,122,131148,南,低层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-04-18
出售 逸成东苑 3室 南北 简装修,1780,3室2厅2卫,156,114103,南北,低层,简装修,6.9,2022,无,个人产权,普通住宅,平层,板楼,2023-06-02
出售 世纪城时雨园 1室 东北向 简装修,975,1室1厅1卫,67.49,144466,东北,顶层,简装修,6.5,2017,有,商品房,普通住宅,平层,板楼,2023-05-30
五棵松今日家园3室1厅,1050,3室1厅1卫,119.57,87815,西北,高层,精装修,6.8,2000,无,个人产权,普通住宅,平层,板楼,2023-07-02
餐客厅分离 套衣帽间 带独立晾衣阳台 金源燕莎 10号线,2260,3室2厅2卫,186.6,121115,南北,中层,精装修,6.7,2021,无,商品房,普通住宅,平层,板楼,2023-05-01
出售 城华园 1室 南 精装修,498,1室1厅1卫,62.15,80129,南,中层,精装修,6.8,2022,无,商品房,普通住宅,平层,板楼,2023-07-01
世纪城！世纪金源，地铁10号线，昆玉河畔，冬天能滑冰社区，静,5200,5室2厅3卫,339,153392,南北,顶层,精装修,7.1,2005,有,个人产权,普通住宅,复式,板楼,2023-05-23
出售 中海雅园 5室 西南 简装修,2680,5室2厅2卫,278.87,96102,西南,顶层,简装修,6.6,2017,有,商品房,普通住宅,平层,板楼,2023-05-22
出售 人济山庄 2室 东南 简装修,1350,2室1厅1卫,106.24,127071,东南,高层,简装修,6.9,2001,有,商品房,普通住宅,平层,塔楼,2023-06-02
五棵松今日家园2室1厅 满五年精装商品房,895,2室1厅1卫,98.36,90992,东南,中层,精装修,6.8,2000,无,个人产权,普通住宅,平层,板楼,2023-07-02
出售 紫金长安 2室 北 简装修,1530,2室2厅2卫,149.59,102280,北,底层,简装修,7.0,2017,有,商品房,普通住宅,平层,板楼,2023-07-01
紫金长安 73.61平1居 南北向精装修 视野无遮挡,1150,1室1厅1卫,73.61,156229,南北,低层,精装修,7.0,2022,有,商品房,普通住宅,平层,板楼,2023-06-24
五道口 华清嘉园 业主变现 博洛尼 性价比两居室,1138,2室1厅1卫,96.72,117659,东,低层,精装修,6.7,2002,无,个人产权,普通住宅,平层,板楼,2023-05-17
昆玉河西侧！园区中间位置！百米楼间距！南北三居室！落地窗,1898,3室2厅2卫,169.2,112175,南北,顶层,简装修,7.0,2004,有,个人产权,普通住宅,平层,板楼,2023-07-01
出售 橡树湾四期，不临街位置通透性两居室，采光好位置安静,1370,2室1厅1卫,109.03,125653,东西,中层,精装修,6.7,2022,有,商品房,普通住宅,平层,板楼,2023-06-24
中间位置，中间楼层，装修3年，双卧朝南，南北双阳台，双车位,1380,3室2厅2卫,153.63,89826,南北,中层,豪华装修,8.3,2005,无,个人产权,普通住宅,平层,板楼,2023-07-02
碧水云天 高层199平 观景4居 西向 公园西山美景,3360,4室3厅2卫,199.4,168506,东西,中层,精装修,6.7,2004,无,个人产权,普通住宅,平层,板楼,2023-07-05
优选！远大园五区！惜品四居室！车位！高层视野无遮挡！金源,2960,暂无,212,139623,南北,高层,豪华装修,6.7,2002,有,个人产权,普通住宅,平层,板楼,2023-06-16
出售 中海雅园 3室 南北向 精装修,1540,3室2厅2卫,154,100000,南北,低层,精装修,6.6,2021,无,商品房,普通住宅,平层,砖楼,2023-06-02
出售 五矿万科如园 4室 东南向 精装修,3250,4室2厅3卫,260,125000,东南,低层,精装修,8.2,2015,无,商品房,普通住宅,平层,砖楼,2023-06-01
优推！海淀西北旺马连洼 保利一期 南北大三居 通车库 有钥匙,940,3室2厅2卫,146.79,64037,南北,低层,简装修,6.6,有,个人产权,普通住宅,平层,板楼,2023-06-03,71629\n元/平米
出售 世纪城时雨园 2室 南 简装修,1310,2室1厅1卫,86.27,151849,南,底层,简装修,6.5,2022,无,商品房,普通住宅,平层,板楼,2023-07-02
出售 西山壹号院 3室 南北向 毛坯,3530,3室2厅4卫,278.95,126546,南北,高层,毛坯,8.3,2012,有,商品房,普通住宅,平层,砖楼,2023-04-21
出售 枫丹丽舍 3室 西南 精装修,1280,3室2厅2卫,160.23,79885,西南,高层,精装修,7.3,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
西山别墅区 南北5居室,3800,3室2厅5卫,385.06,98686,东,底层,精装修,7.1,0,独栋,平层,2023-07-01,101574\n元/平米,↑16.9%,↓0.29%
出售 颐慧佳园 2室 南北 精装修,1550,2室2厅2卫,119.81,129372,南北,中层,精装修,7.2,2005,有,商品房,普通住宅,平层,板楼,2023-06-01
出售 世纪城远大园三区 3室 南北 简装修,2200,3室2厅2卫,185,118919,南北,底层,简装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
店长力荐 梅园两居室，1层，不临街位置，出行方便，出门地铁,509,暂无,54.3,93738,西北,底层,简装修,5.7,1996,无,个人产权,普通住宅,平层,板楼,2023-05-28
出售 逸成东苑 2室 南北 精装修,770,2室2厅1卫,75.6,101852,南北,低层,精装修,6.9,2021,无,个人产权,普通住宅,平层,砖楼,2023-07-01
出售 世纪城三期春荫园 4室 南北 精装修,2850,4室2厅2卫,209,136364,南北,中层,精装修,6.5,2016,有,商品房,普通住宅,平层,砖楼,2023-05-04
世纪城晴波园 4室 南北 简装修,2450,4室2厅2卫,176,139205,南北,中层,简装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-05-31
正规一居，西向采光好，位置好，没有浪费面积，出门即地铁。,450,1室1厅1卫,48.36,93052,西,低层,毛坯,6.6,2013,无,个人产权,普通住宅,平层,板楼,2023-06-10
南北通透 客厅三卧南 独立门厅 位置安静 金源商圈 装修保养,5200,5室2厅4卫,323.52,160732,南北,顶层,精装修,7.1,无,个人产权,普通住宅,平层,板楼,2023-06-28,151490\n元/平米
低总价 知春路太阳园2室1厅,975,2室1厅1卫,77.31,126116,东北,低层,简装修,6.9,2002,无,个人产权,普通住宅,平层,板楼,2023-06-18
橡树湾温馨复式三居+采光好位置安静+双卧朝南看房方便,1560,暂无,87.25,178797,西南,顶层,精装修,6.7,2009,有,商品房,普通住宅,平层,板楼,2023-07-02
慈寿寺 中海雅园 150平3居 东南向精装修 随时签约,1568,3室2厅2卫,150,104533,东南,高层,精装修,6.6,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
出售 华澳中心一期 2室 西南 简装修,1300,2室1厅1卫,142,91549,西南,高层,简装修,6.8,2000,无,商品房,普通住宅,平层,板楼,2023-05-22
出售 美丽园 3室 南北 精装修,1950,暂无,138.26,141039,南北,高层,精装修,7.0,2000,有,商品房,普通住宅,平层,板楼,2023-06-01
出售 世纪城时雨园 3室 东南向 精装修,1660,3室2厅2卫,130.6,127106,东南,低层,精装修,6.5,2005,有,商品房,普通住宅,平层,塔楼,2023-04-26
出售 上河村 3室 南北 简装修,2520,3室2厅2卫,183,137705,南北,中层,简装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 怡美家园 3室 南北向 精装修,1230,3室2厅2卫,137.6,89390,南北,顶层,精装修,6.7,2003,有,商品房,普通住宅,平层,板楼,2023-05-02
西三环，紫竹桥，紫竹院公园旁，居家装修，安静不临街，交通方便,1430,3室2厅1卫,140.5,101779,西北,中层,精装修,6.9,2001,有,商品房,普通住宅,平层,塔楼,2023-05-21
双榆树知春东里1室1厅，海淀区政府家属院，管理好,618,1室1厅1卫,47.3,130655,南,顶层,精装修,5.8,1988,无,个人产权,普通住宅,平层,板楼,2023-05-08
〖有钥匙〗+〖两居双卫〗+可谈+给周期+无遮挡,1030,2室1厅2卫,113,91150,北,中层,精装修,6.9,2001,有,个人产权,普通住宅,平层,板楼,2023-06-24
万泽御河湾 166.15平3居 西北向精装修 拎包入住,2050,3室2厅2卫,166.15,123382,西北,中层,精装修,7.2,2008,有,商品房,普通住宅,平层,塔楼,2023-07-05
捡漏 可长租 地铁近 环境好  今日家园 3室 南 精装修,920,3室2厅1卫,108,85185,南,中层,精装修,6.8,2022,有,商品房,普通住宅,平层,板楼,2023-06-10
出售 西山美墅馆公寓 4室 南北向 简装修,1450,4室2厅2卫,90,161111,南北,低层,简装修,6.7,2021,无,商品房,普通住宅,平层,砖楼,2023-06-30
新！2层 业主签约详情或看房请给王悦打电话，有惊喜！,1880,3室2厅2卫,154,122078,南北,低层,精装修,7.0,2022,无,商品房,普通住宅,平层,板楼,2023-05-06
万科如园 高端品质 四室三卫 配套齐全 交通便利 性价比高,3050,4室3厅3卫,288.62,105675,南北,中层,精装修,8.2,2014,有,个人产权,普通住宅,平层,砖楼,2023-04-11
下跃小复式  眼镜户型带院 双卫 房本满五 业主我联 有钥匙,1100,3室2厅2卫,130.3,84421,南北,底层,精装修,6.6,2009,有,个人产权,普通住宅,平层,板楼,2023-06-01
出售 上河村 5室 南北 精装修,4650,5室2厅4卫,283,164311,南北,低层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-07-04
出售 枫丹丽舍 5室 南北 精装修,2498,5室2厅4卫,278,89856,南北,底层,精装修,7.3,2022,无,商品房,普通住宅,平层,板楼,2023-06-01
出售 西钓鱼台嘉园 2室 西北 精装修,898,2室2厅2卫,91,98681,西北,高层,精装修,6.9,2006,有,商品房,普通住宅,平层,砖楼,2023-07-02
西三环 嘉慧苑 高层复式 南北向 三居可做四居 随时看房,1380,3室2厅2卫,265.66,51946,南北,高层,精装修,6.5,2016,有,商品房,普通住宅,平层,砖楼,2023-05-03
出售 上林溪 4室 南北向 豪华装修,1600,4室2厅2卫,152.45,104952,南北,底层,豪华装修,7.0,2021,无,商品房,普通住宅,平层,砖楼,2023-06-29
出售 诚品建筑 4室 南北 精装修,2120,暂无,195.65,108357,南北,低层,精装修,7.0,2004,有,商品房,普通住宅,平层,板楼,2023-06-29
世纪城晴波园 4室 南北 简装修,2450,4室2厅2卫,176,139205,南北,中层,简装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-05-31
出售 中海馥园 3室 南北 精装修,1949,3室2厅2卫,174.58,111639,南北,中层,精装修,6.7,2022,无,商品房,普通住宅,平层,板楼,2023-06-02
三环边，明厨明卫，三个卧室朝南，一梯两户，环境好，人车分流,1800,3室2厅3卫,212.71,84622,南北,中层,精装修,6.9,2022,无,商品房,普通住宅,平层,板楼,2023-04-15
出售 世纪城三期翠叠园 3室 南 简装修,2360,3室2厅2卫,171,138012,南,底层,简装修,6.7,2017,有,商品房,普通住宅,平层,板楼,2023-04-18
有钥匙！带双明卫的南北板楼三居，高楼层视野开阔，全落地阳台,1139,3室2厅2卫,126.8,89826,南北,高层,精装修,7.0,2008,无,个人产权,普通住宅,平层,板楼,2023-06-29
出售 国悦府 5室 南北 精装修,4000,5室2厅3卫,397.86,100538,南北,中层,精装修,8.3,2016,有,商品房,普通住宅,平层,板楼,2023-04-21
海淀09洋房、平层3居室,1350,3室2厅2卫,151.45,89138,南北,中层,精装修,7.2,2009,有,商品房,普通住宅,平层,板楼,2023-05-23
北三环罗庄南北两居 公房低首付 阳光充足,610,2室1厅1卫,60.2,101329,南北,底层,简装修,7.0,1986,无,个人产权,普通住宅,平层,板楼,2023-06-08
昆玉河畔 西钓鱼台嘉园 小区中心位置 业主急售 看房方便,2200,3室2厅3卫,184.65,119144,东南,低层,精装修,6.9,2008,有,商品房,普通住宅,平层,板楼,2023-05-30
中间楼层，视野采光好，配套成熟，生活气息浓郁，,1840,3室2厅2卫,174,105747,西南,中层,简装修,7.2,2005,无,个人产权,普通住宅,平层,砖楼,2023-06-19
新上智学苑西南向三居室 满五年 中间楼层,860,3室2厅2卫,126.08,68211,西南,中层,精装修,6.9,2000,无,个人产权,普通住宅,平层,板楼,2023-05-27
出售 颐源居 1室 东南 精装修,970,1室1厅1卫,74,131081,东南,高层,精装修,6.9,2022,无,商品房,普通住宅,平层,板楼,2023-06-16
出售 世纪城远大园五区 2室 南北向 精装修,1720,2室1厅1卫,138.6,124098,南北,高层,精装修,6.7,2016,有,商品房,普通住宅,平层,砖楼,2023-05-04
客厅主卧朝南 带储藏间 带独立洗衣阳台 临金源燕莎 10号线,1780,2室2厅2卫,139,128058,南北,高层,豪华装修,6.7,2021,无,商品房,普通住宅,平层,砖楼,2023-05-24
出售 阜成路11号院 3室 南北 精装修,1597,3室2厅2卫,121.18,131787,南北,高层,精装修,6.0,2022,无,商品房,普通住宅,平层,板楼,2023-05-09
出售 世纪城三期垂虹园 2室 西南 精装修,1560,2室1厅1卫,122,127869,西南,低层,精装修,8.0,2021,无,商品房,普通住宅,平层,砖楼,2023-06-01
出售 逸成东苑 3室 南北 豪华装修,1790,3室2厅2卫,156,114744,南北,中层,豪华装修,6.9,2022,有,商品房,普通住宅,平层,板楼,2023-07-01
北太平路甲18号院 4室2厅 102.8平,1280,4室2厅2卫,102.8,124514,南北,高层,简装修,5.9,2006,有,经济适用房,2023-06-07,114481\n元/平米,↑21.01%,↑2.56%
有钥匙！有停车位！明厨明卫！客厅三扇窗！私家门厅！两梯两户！,1616,暂无,153,105621,东西,顶层,精装修,7.0,有,个人产权,普通住宅,平层,板楼,2023-07-04,115836\n元/平米
出售 世纪城三期春荫园 3室 南北 简装修,2100,3室2厅2卫,162.47,129255,南北,高层,简装修,6.5,2017,有,商品房,普通住宅,平层,板楼,2023-04-26
出售 世纪城三期垂虹园 3室 西南 简装修,1880,3室2厅2卫,165,113939,西南,中层,简装修,8.0,2017,有,商品房,普通住宅,平层,板楼,2023-04-18
出售 世纪城三期翠叠园 2室 南北向 精装修,1680,2室2厅2卫,127,132283,南北,中层,精装修,6.7,2004,有,商品房,普通住宅,平层,砖楼,2023-06-01
出售 中海雅园 3室 南北 精装修,1540,3室2厅2卫,154,100000,南北,低层,精装修,6.6,2021,无,商品房,普通住宅,平层,砖楼,2023-05-02
出售 曙光花园望山园 2室 西南 精装修,1090,2室1厅1卫,104.23,104576,西南,低层,精装修,6.8,2001,有,商品房,普通住宅,平层,板楼,2023-07-05
华澳中心二期 245平2居 东向精装修 拎包入住,1300,2室1厅2卫,245,53061,东,中层,精装修,6.5,2022,无,商品房,普通住宅,平层,板楼,2023-06-29
有停车位！有储物间！配套成熟！一梯两户！近五路居！西四环内！,1530,2室2厅2卫,108,141667,南北,高层,精装修,7.0,2000,有,个人产权,普通住宅,平层,板楼,2023-07-05
出售 世纪城远大园一区 4室 东南向 简装修,2630,4室2厅2卫,212.39,123829,东南,中层,简装修,6.8,2017,有,商品房,普通住宅,平层,板楼,2023-05-12
出售 世纪城时雨园 3室 东南 简装修,1650,3室1厅2卫,130,126923,东南,低层,简装修,6.5,2017,有,商品房,普通住宅,平层,板楼,2023-04-26
紫竹桥 中海雅园 花园社区 顶层复式 全天采光 随时可看可谈,2580,4室2厅3卫,247.11,104407,东南,顶层,简装修,6.6,2016,有,商品房,普通住宅,平层,砖楼,2023-05-03
出售 美丽园 4室 南北向 精装修,1950,暂无,150.86,129259,南北,高层,精装修,7.0,2021,有,商品房,普通住宅,平层,砖楼,2023-04-06
五棵松安静不临街中高层4居,3000,4室2厅3卫,198,151515,南北,中层,精装修,7.0,无,个人产权,普通住宅,平层,板楼,2023-07-01,149774\n元/平米
慈寿寺！南北向三居室！独立餐厅设计！高层视野开阔观景好！,1858,3室2厅2卫,164,113293,南北,高层,精装修,6.9,2004,有,个人产权,普通住宅,平层,板楼,2023-07-01
鲁艺上河村两居室！南北通透！精装修！诚意出售,2550,2室2厅2卫,164.33,155176,南北,底层,精装修,7.1,2022,无,商品房,普通住宅,平层,板楼,2023-06-14
出售 美丽园 3室 南北 简装修,1950,3室2厅2卫,138.26,141039,南北,高层,简装修,7.0,2002,有,商品房,普通住宅,平层,板楼,2023-07-04
五棵松 太平路 今日家园4室1厅 近地铁 大户型 看房方便,1129,4室1厅1卫,122.89,91871,东北,低层,精装修,6.8,2000,无,个人产权,普通住宅,平层,板楼,2023-07-02
优选！两梯两户！眼睛户型！看房随时！双主卧！世纪金源,2580,3室2厅2卫,166.87,154611,南北,低层,简装修,6.8,2002,有,个人产权,普通住宅,平层,板楼,2023-06-10
（我有钥匙）这条街最靓3居室,1230,3室2厅2卫,138.6,88745,南北,中层,简装修,7.0,2017,有,商品房,普通住宅,平层,板楼,2023-05-02
颐慧佳园 95平1居 南北向精装修 自住保养好,1050,1室1厅1卫,95,110526,南北,底层,精装修,7.2,2007,有,商品房,普通住宅,平层,板楼,2023-07-01
店长推荐 蓟门里社区，南北通透全明格局中间层三居室 看房方便,750,3室1厅1卫,77.4,96899,南北,中层,简装修,5.7,1988,无,个人产权,普通住宅,平层,板楼,2023-06-08
